X_zero,X_tempo,X_rms,X_harm_mean,X_harm_var,X_perc_mean,X_perc_var,X_centro_mean,X_centro_var,X_roll_mean,X_roll_var,X_chrom_mean,X_chrom_var,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_var_0,mfcc_var_1,mfcc_var_2,mfcc_var_3,mfcc_var_4,mfcc_var_5,mfcc_var_6,mfcc_var_7,mfcc_var_8,mfcc_var_9,mfcc_var_10,mfcc_var_11,mfcc_var_12,mfcc_var_13,mfcc_var_14,mfcc_var_15,mfcc_var_16,mfcc_var_17,mfcc_var_18,mfcc_var_19,Target
28942.0,198.76802884615384,0.0326935313642025,-8.535383244634431e-07,0.0015360561665147543,-2.9596799322462175e-06,4.401447222335264e-05,714.7940704522894,5436.468524188355,1087.2268209218314,30920.062515263733,0.20525191724300385,0.002855798462405801,-392.8929748535156,182.24977111816406,14.35707950592041,-17.644426345825195,1.1053260564804077,-9.915464401245117,-19.666275024414062,-14.549427032470703,-7.463188171386719,-3.2054996490478516,-2.4909448623657227,-5.679024696350098,-7.387067794799805,-1.1342878341674805,4.614909648895264,0.6458320021629333,-4.307356834411621,-3.5691981315612793,-3.954221248626709,-8.176787376403809,1980.297607421875,452.0169372558594,345.30792236328125,74.33869171142578,67.91786193847656,84.7320556640625,72.63803100585938,34.59383010864258,76.47528076171875,46.1190071105957,58.80185317993164,56.06760787963867,58.375057220458984,59.111305236816406,41.85429382324219,68.76197052001953,46.80497741699219,52.150787353515625,44.224876403808594,70.26805877685547,4.0
37065.0,117.45383522727273,0.28785988688468933,-3.1841900636209175e-05,0.058145672082901,-0.00032780657056719065,0.02035718597471714,2368.247667584359,1342792.7108115463,5503.412868319116,8055258.633136303,0.39899611473083496,0.001042830408550799,-86.36622619628906,98.94752502441406,40.84577178955078,4.486018180847168,0.8031942248344421,1.1088422536849976,-5.425266265869141,1.2615032196044922,-3.8909223079681396,3.582869052886963,5.3905839920043945,13.159505844116211,9.220438003540039,10.16481876373291,0.9444369077682495,4.940407752990723,0.03917280212044716,3.444190740585327,0.797050416469574,8.334026336669922,9127.1943359375,2101.2373046875,592.1992797851562,380.97296142578125,153.10208129882812,110.61880493164062,57.76605224609375,58.17366027832031,64.90642547607422,93.6283950805664,97.36405944824219,108.28132629394531,97.05010986328125,55.66624069213867,60.811309814453125,51.940399169921875,35.32630157470703,60.05949783325195,55.754905700683594,87.25531005859375,7.0
33952.0,123.046875,0.1280321478843689,0.00010792900866363198,0.014225843362510204,0.0002430393942631781,0.0013744719326496124,1362.7566138597858,62532.43907136659,2730.728055906163,394832.98935013416,0.29158714413642883,0.0016877021407708526,-155.8494415283203,137.02696228027344,-17.750057220458984,27.082050323486328,-4.270293235778809,-4.521539688110352,-5.086856842041016,-17.068096160888672,-22.744775772094727,-9.185028076171875,-12.174029350280762,-4.831628322601318,-8.841651916503906,-7.266101837158203,-5.788315296173096,1.5635020732879639,-7.117156028747559,-1.5252221822738647,-2.693012237548828,-3.1627016067504883,1649.28125,211.6767578125,122.37001037597656,103.8297119140625,107.3782730102539,94.02363586425781,75.41896057128906,55.37162399291992,51.02623748779297,58.43988800048828,62.061607360839844,39.579627990722656,43.36869812011719,54.432640075683594,51.87022018432617,63.057777404785156,46.79656219482422,56.6246452331543,64.47361755371094,70.13748931884766,5.0
42092.0,107.666015625,0.1090177670121193,-0.0001444781373720616,0.015506496652960777,-0.00024251083959825337,0.0017043601255863905,2069.8017809625667,772647.8214243038,4333.632105240251,2884289.362739286,0.24941016733646393,0.0008148199995048344,-238.35247802734375,79.96915435791016,10.157980918884277,16.569406509399414,-20.315044403076172,10.662985801696777,-4.280803203582764,-1.8882981538772583,-11.891263008117676,-4.977968215942383,-6.600161075592041,-9.12175464630127,-14.329339027404785,-4.3432135581970215,-13.739903450012207,-8.002202033996582,-7.121073246002197,-10.437349319458008,-6.255052089691162,0.8111823797225952,5451.59619140625,1025.9757080078125,480.3744812011719,660.8048095703125,497.9275817871094,236.75369262695312,261.3917236328125,118.84244537353516,152.42420959472656,100.54888916015625,76.56253051757812,66.83049774169922,65.90763092041016,62.96562957763672,62.91193771362305,69.17005157470703,72.03207397460938,135.7212371826172,151.70590209960938,221.3213653564453,5.0
27965.0,117.45383522727273,0.12473302334547043,3.3211395020771306e-06,0.01143062487244606,-2.1465168174472637e-05,0.0020777080208063126,1349.0124539612343,670482.5516142024,2848.650834022458,3281275.38028432,0.3574270009994507,0.0015154100256040692,-173.7567596435547,136.6630096435547,3.7169089317321777,32.0329475402832,11.356121063232422,8.180414199829102,5.939016342163086,16.020532608032227,9.733644485473633,-2.518845796585083,-2.1217832565307617,6.16176176071167,2.249779224395752,6.0924906730651855,1.296860933303833,3.39363956451416,-2.3901960849761963,-2.0306894779205322,-1.7486355304718018,-2.407280921936035,6197.68408203125,1867.4683837890625,141.3615264892578,152.72157287597656,138.69888305664062,69.1133041381836,81.62248992919922,85.06999969482422,113.80880737304688,78.30188751220703,42.847389221191406,47.251407623291016,44.71051788330078,52.37938690185547,47.784854888916016,36.932777404785156,38.16048049926758,71.27763366699219,66.3430404663086,41.58176803588867,7.0
34991.0,99.38401442307692,0.13870933651924133,-2.390085228398675e-06,0.017392409965395927,-6.725190178258345e-05,0.0017063255654647946,1488.641370680082,433924.1260580962,3037.2213124564764,2455148.0078218346,0.33684489130973816,0.0010288032935932279,-151.70262145996094,131.96841430664062,-14.42224407196045,31.54776382446289,13.049381256103516,16.19536018371582,-5.197991847991943,1.0641652345657349,-4.513659477233887,-3.496777057647705,-4.970523357391357,-1.1166139841079712,-4.125001907348633,-3.415956974029541,-5.266900539398193,-0.8015546798706055,-4.652096271514893,-1.5519647598266602,-8.040384292602539,-1.3785995244979858,8990.8671875,1447.111083984375,425.0433654785156,460.68743896484375,97.36441040039062,172.4641571044922,77.1327896118164,141.92938232421875,138.16534423828125,80.357421875,58.95774841308594,81.79330444335938,60.38031005859375,60.13479232788086,58.515621185302734,62.1837272644043,58.51163864135742,64.17887115478516,63.72488021850586,79.87667083740234,1.0
27561.0,117.45383522727273,0.2831982374191284,-0.001547193038277328,0.07387765496969223,-0.0019100864883512259,0.006226555444300175,1189.2841320521109,187908.5842209853,2063.27873378743,1377980.8567048223,0.23925483226776123,0.003595840185880661,-140.53868103027344,139.24729919433594,33.249595642089844,22.297740936279297,10.511303901672363,-9.611650466918945,-6.621527194976807,-6.44918966293335,-4.430274963378906,-0.20922769606113434,-2.336987018585205,0.8585711717605591,-9.246390342712402,-7.597174644470215,-8.098917961120605,-5.233469009399414,1.5383005142211914,12.032475471496582,5.482396602630615,7.510668754577637,7844.2861328125,684.19970703125,303.5615234375,222.7296600341797,106.73326873779297,72.7601089477539,93.60023498535156,140.5452880859375,130.26783752441406,84.22679901123047,67.08279418945312,123.81615447998047,141.18016052246094,126.78683471679688,85.3734359741211,102.21835327148438,115.34903717041016,130.7248992919922,153.05238342285156,118.97210693359375,4.0
23671.0,92.28515625,0.08976335823535919,-9.694679192762123e-07,0.007335258182138205,-1.0999960977642331e-05,0.0006197693874128163,1306.6041565547744,420440.0101597043,2610.7059404378483,3255763.6715769195,0.27646493911743164,0.0010988913709297776,-260.226806640625,118.10155487060547,32.225345611572266,34.586647033691406,10.926101684570312,12.394636154174805,8.132204055786133,-0.4390352964401245,-3.4018781185150146,-7.277587890625,-18.3320369720459,-8.546902656555176,-17.10618019104004,-2.355442523956299,-16.136959075927734,-4.278679370880127,-11.07346248626709,-10.991646766662598,-9.086603164672852,-5.442080497741699,3247.072998046875,995.6261596679688,290.4189147949219,272.61566162109375,122.2884292602539,151.3858184814453,73.6047592163086,49.87840270996094,76.27027130126953,61.59636688232422,123.84220886230469,67.26924896240234,95.45751953125,106.68000030517578,83.48365783691406,97.2646713256836,102.63538360595703,119.24737548828125,85.13114929199219,80.98738098144531,3.0
55401.0,161.4990234375,0.08305439352989197,-2.4244789642580145e-07,0.0042630936950445175,-1.5296667470465763e-06,0.0015472500817850232,2050.2494243262468,176243.1973433225,4200.284196008879,1512638.8756887598,0.33894479274749756,0.0005677726003341377,-141.97450256347656,107.28136444091797,-19.806947708129883,9.519251823425293,-7.547060966491699,-12.355738639831543,-11.128348350524902,-13.158018112182617,-11.040138244628906,-9.500275611877441,-9.328680038452148,-1.849289059638977,-10.604591369628906,-5.702011585235596,-6.129876613616943,-3.8363277912139893,-9.680059432983398,-0.684485673904419,-9.151764869689941,-5.991142749786377,2459.550537109375,331.0587158203125,354.5157775878906,131.3235626220703,141.02162170410156,76.2170639038086,99.97352600097656,54.00447463989258,40.9039421081543,51.3162727355957,55.865272521972656,37.98551940917969,53.357200622558594,49.512550354003906,45.68495178222656,42.519317626953125,50.226043701171875,42.136383056640625,31.34942626953125,38.127540588378906,5.0
81469.0,86.1328125,0.18392542004585266,-6.530732662213268e-06,0.022340618073940277,-0.00011595555406529456,0.00967549066990614,3023.313803455252,1221338.1231928577,6094.266367622737,3339138.985058519,0.3852543830871582,0.00014037366781849414,-71.55461883544922,58.730072021484375,-0.5236877799034119,19.475404739379883,-15.932759284973145,3.1486737728118896,-7.125166893005371,-8.404379844665527,-20.27974510192871,4.26655912399292,-0.4067591428756714,-0.09713532775640488,-3.7218751907348633,-5.731266021728516,1.5037859678268433,-3.808021068572998,-12.699409484863281,-2.019824504852295,-11.447042465209961,-4.975061416625977,4678.55419921875,1786.5986328125,709.0287475585938,456.0156555175781,621.0257568359375,245.34999084472656,288.8599548339844,224.51242065429688,275.2201843261719,157.1647491455078,163.29840087890625,122.23757934570312,102.62081909179688,105.94551849365234,129.5745391845703,86.44102478027344,75.48136901855469,65.7181396484375,78.7589111328125,58.25810623168945,9.0
